volume_id,timestamp,ensemble_score,severity,is_anomaly,stat_score,if_score,lstm_score,stat_flagged,if_flagged,lstm_flagged,n_agreeing
vol_035,2026-04-01 00:00:00,7.6343,normal,False,0.0,21.8124,0.0,False,False,False,0
vol_035,2026-04-01 00:05:00,4.5468,normal,False,0.0,12.9908,0.0,False,False,False,0
vol_035,2026-04-01 00:10:00,20.9689,normal,False,0.0,59.9112,0.0,False,False,False,0
vol_035,2026-04-01 00:15:00,6.9678,normal,False,0.0,19.9079,0.0,False,False,False,0
vol_035,2026-04-01 00:20:00,16.5502,normal,False,0.0,47.2863,0.0,False,False,False,0
vol_035,2026-04-01 00:25:00,11.245,normal,False,0.0,32.1285,0.0,False,False,False,0
vol_035,2026-04-01 00:30:00,4.1209,normal,False,0.0,11.7739,0.0,False,False,False,0
vol_035,2026-04-01 00:35:00,15.4705,normal,False,0.0,44.2014,0.0,False,False,False,0
vol_035,2026-04-01 00:40:00,2.7052,normal,False,0.0,7.7292,0.0,False,False,False,0
vol_035,2026-04-01 00:45:00,9.2687,normal,False,0.0,26.4821,0.0,False,False,False,0
vol_035,2026-04-01 00:50:00,15.9127,normal,False,0.0,45.4648,0.0,False,False,False,0
vol_035,2026-04-01 00:55:00,18.915,normal,False,0.0,39.5903,16.8612,False,False,False,0
vol_035,2026-04-01 01:00:00,14.0243,normal,False,0.0,23.6885,19.111,False,False,False,0
vol_035,2026-04-01 01:05:00,19.7025,normal,False,0.0,38.3963,20.8793,False,False,False,0
vol_035,2026-04-01 01:10:00,8.2575,normal,False,0.0,10.7381,14.9971,False,False,False,0
vol_035,2026-04-01 01:15:00,6.6498,normal,False,0.0,6.46,14.6294,False,False,False,0
vol_035,2026-04-01 01:20:00,17.6737,normal,False,0.0,38.3367,14.186,False,False,False,0
vol_035,2026-04-01 01:25:00,12.3051,normal,False,13.8254,8.4049,15.0815,False,False,False,0
vol_035,2026-04-01 01:30:00,23.4418,normal,False,0.0,53.211,16.0599,False,False,False,0
vol_035,2026-04-01 01:35:00,13.6143,normal,False,0.0,26.0126,15.0329,False,False,False,0
vol_035,2026-04-01 01:40:00,12.756,normal,False,0.0,23.6413,14.9386,False,False,False,0
vol_035,2026-04-01 01:45:00,11.3831,normal,False,0.0,19.0745,15.6902,False,False,False,0
vol_035,2026-04-01 01:50:00,9.9781,normal,False,8.8457,6.4823,15.3777,False,False,False,0
vol_035,2026-04-01 01:55:00,20.4912,normal,False,20.8079,23.3193,16.8222,False,False,False,0
vol_035,2026-04-01 02:00:00,16.5245,normal,False,13.7871,19.5659,16.1698,False,False,False,0
vol_035,2026-04-01 02:05:00,7.2664,normal,False,0.0,7.7219,15.2125,False,False,False,0
vol_035,2026-04-01 02:10:00,14.4837,normal,False,12.155,16.3817,14.9861,False,False,False,0
vol_035,2026-04-01 02:15:00,9.114,normal,False,0.0,11.7845,16.6316,False,False,False,0
vol_035,2026-04-01 02:20:00,14.7312,normal,False,2.6722,26.543,15.0196,False,False,False,0
vol_035,2026-04-01 02:25:00,10.9834,normal,False,0.0,17.7731,15.876,False,False,False,0
vol_035,2026-04-01 02:30:00,10.3139,normal,False,0.0,17.0894,14.442,False,False,False,0
vol_035,2026-04-01 02:35:00,12.9788,normal,False,0.0,24.9579,14.1451,False,False,False,0
vol_035,2026-04-01 02:40:00,16.4833,normal,False,7.3862,26.2456,15.7072,False,False,False,0
vol_035,2026-04-01 02:45:00,11.4419,normal,False,2.1249,17.4157,15.3423,False,False,False,0
vol_035,2026-04-01 02:50:00,8.7702,normal,False,6.771,5.9641,14.3764,False,False,False,0
vol_035,2026-04-01 02:55:00,11.2814,normal,False,0.0,22.2033,11.701,False,False,False,0
vol_035,2026-04-01 03:00:00,5.2468,normal,False,0.0,5.7418,10.7906,False,False,False,0
vol_035,2026-04-01 03:05:00,7.1308,normal,False,0.0,10.9452,11.0,False,False,False,0
vol_035,2026-04-01 03:10:00,14.0566,normal,False,0.0,29.8179,12.0679,False,False,False,0
vol_035,2026-04-01 03:15:00,25.6969,normal,False,0.0,61.5271,13.8748,False,False,False,0
vol_035,2026-04-01 03:20:00,4.7227,normal,False,0.0,1.6424,13.8261,False,False,False,0
vol_035,2026-04-01 03:25:00,5.1948,normal,False,0.0,4.2648,12.3405,False,False,False,0
vol_035,2026-04-01 03:30:00,7.6109,normal,False,0.0,10.9691,12.5723,False,False,False,0
vol_035,2026-04-01 03:35:00,16.2668,normal,False,9.7309,24.8927,13.8283,False,False,False,0
vol_035,2026-04-01 03:40:00,16.0352,normal,False,7.4467,26.3236,14.0518,False,False,False,0
vol_035,2026-04-01 03:45:00,6.0317,normal,False,0.0,5.733,13.4172,False,False,False,0
vol_035,2026-04-01 03:50:00,6.8855,normal,False,0.0,8.2998,13.2686,False,False,False,0
vol_035,2026-04-01 03:55:00,6.5639,normal,False,7.6435,0.4333,12.4566,False,False,False,0
vol_035,2026-04-01 04:00:00,6.5013,normal,False,0.0,7.266,13.194,False,False,False,0
vol_035,2026-04-01 04:05:00,7.5548,normal,False,0.0,10.1382,13.3547,False,False,False,0
vol_035,2026-04-01 04:10:00,5.4429,normal,False,0.0,4.5795,12.8004,False,False,False,0
vol_035,2026-04-01 04:15:00,16.0721,normal,False,0.0,35.0367,12.6976,False,False,False,0
vol_035,2026-04-01 04:20:00,5.3845,normal,False,2.1777,2.5293,12.4568,False,False,False,0
vol_035,2026-04-01 04:25:00,8.3951,normal,False,13.3588,0.1959,12.1699,False,False,False,0
vol_035,2026-04-01 04:30:00,11.1593,normal,False,0.0,21.5025,12.1114,False,False,False,0
vol_035,2026-04-01 04:35:00,10.3504,normal,False,0.0,20.506,10.5776,False,False,False,0
vol_035,2026-04-01 04:40:00,7.1638,normal,False,12.686,0.0,9.0792,False,False,False,0
vol_035,2026-04-01 04:45:00,4.3635,normal,False,3.1282,1.3467,9.3243,False,False,False,0
vol_035,2026-04-01 04:50:00,8.0941,normal,False,0.0,15.7585,8.5955,False,False,False,0
vol_035,2026-04-01 04:55:00,3.4909,normal,False,1.4821,1.025,8.7115,False,False,False,0
vol_035,2026-04-01 05:00:00,12.278,normal,False,0.0,25.0177,11.7395,False,False,False,0
vol_035,2026-04-01 05:05:00,18.414,normal,False,0.0,39.541,15.2488,False,False,False,0
vol_035,2026-04-01 05:10:00,11.4249,normal,False,3.4067,13.8746,17.9214,False,False,False,0
vol_035,2026-04-01 05:15:00,12.5207,normal,False,4.0743,16.3849,17.8666,False,False,False,0
vol_035,2026-04-01 05:20:00,22.0556,normal,False,8.7609,36.143,21.1309,False,False,False,0
vol_035,2026-04-01 05:25:00,28.303,normal,False,0.0,61.2382,22.8989,False,False,False,0
vol_035,2026-04-01 05:30:00,19.6643,normal,False,0.0,36.9972,22.3844,False,False,False,0
vol_035,2026-04-01 05:35:00,14.5684,normal,False,1.4731,21.7134,21.5105,False,False,False,0
vol_035,2026-04-01 05:40:00,14.2596,normal,False,0.0,24.9151,18.4643,False,False,False,0
vol_035,2026-04-01 05:45:00,25.5092,normal,False,0.0,58.7512,16.4877,False,False,False,0
vol_035,2026-04-01 05:50:00,12.4344,normal,False,0.0,23.1319,14.4609,False,False,False,0
vol_035,2026-04-01 05:55:00,15.8592,normal,False,0.0,33.2045,14.1255,False,False,False,0
vol_035,2026-04-01 06:00:00,8.1228,normal,False,0.0,7.528,18.2933,False,False,False,0
vol_035,2026-04-01 06:05:00,28.0716,normal,False,0.0,61.0292,22.3714,False,False,False,0
vol_035,2026-04-01 06:10:00,39.55,normal,False,66.6321,19.9026,30.8762,True,False,False,1
vol_035,2026-04-01 06:15:00,14.7167,normal,False,0.0,13.1001,33.772,False,False,False,0
vol_035,2026-04-01 06:20:00,18.5473,normal,False,0.0,22.5975,35.4607,False,False,False,0
vol_035,2026-04-01 06:25:00,15.0874,normal,False,7.6992,5.9651,34.3494,False,False,False,0
vol_035,2026-04-01 06:30:00,13.4674,normal,False,0.5612,9.7862,32.8193,False,False,False,0
vol_035,2026-04-01 06:35:00,15.8195,normal,False,0.0,18.7668,30.8372,False,False,False,0
vol_035,2026-04-01 06:40:00,11.2567,normal,False,3.0996,4.9184,28.1681,False,False,False,0
vol_035,2026-04-01 06:45:00,15.7891,normal,False,0.0,25.2086,23.2202,False,False,False,0
vol_035,2026-04-01 06:50:00,12.7904,normal,False,1.6578,17.783,19.9537,False,False,False,0
vol_035,2026-04-01 06:55:00,7.7483,normal,False,0.0,7.9442,16.5593,False,False,False,0
vol_035,2026-04-01 07:00:00,8.3022,normal,False,0.0,9.2564,16.8749,False,False,False,0
vol_035,2026-04-01 07:05:00,14.6403,normal,False,0.0,28.4006,15.6671,False,False,False,0
vol_035,2026-04-01 07:10:00,9.5693,normal,False,0.0,17.3884,11.6113,False,False,False,0
vol_035,2026-04-01 07:15:00,3.8094,normal,False,0.0,1.3373,11.1378,False,False,False,0
vol_035,2026-04-01 07:20:00,15.03,normal,False,0.0,33.8402,10.6196,False,False,False,0
vol_035,2026-04-01 07:25:00,6.8993,normal,False,0.0,10.9604,10.2107,False,False,False,0
vol_035,2026-04-01 07:30:00,7.2459,normal,False,0.0,11.8265,10.3555,False,False,False,0
vol_035,2026-04-01 07:35:00,11.7778,normal,False,0.0,24.6083,10.5498,False,False,False,0
vol_035,2026-04-01 07:40:00,10.8565,normal,False,0.0,22.0819,10.4262,False,False,False,0
vol_035,2026-04-01 07:45:00,10.3352,normal,False,0.0,20.6914,10.3105,False,False,False,0
vol_035,2026-04-01 07:50:00,8.5709,normal,False,0.0,16.6645,9.1278,False,False,False,0
vol_035,2026-04-01 07:55:00,5.432,normal,False,0.0,8.7528,7.8949,False,False,False,0
vol_035,2026-04-01 08:00:00,4.9397,normal,False,0.0,7.1802,8.0889,False,False,False,0
vol_035,2026-04-01 08:05:00,3.1466,normal,False,0.0,2.3699,7.7238,False,False,False,0
vol_035,2026-04-01 08:10:00,2.9261,normal,False,0.7422,0.7557,8.0061,False,False,False,0
vol_035,2026-04-01 08:15:00,14.7155,normal,False,0.0,33.6254,9.8219,False,False,False,0
vol_035,2026-04-01 08:20:00,14.1204,normal,False,0.0,31.7864,9.9839,False,False,False,0
vol_035,2026-04-01 08:25:00,12.6298,normal,False,0.0,26.7722,10.865,False,False,False,0
vol_035,2026-04-01 08:30:00,14.6443,normal,False,0.0,32.0814,11.3861,False,False,False,0
vol_035,2026-04-01 08:35:00,20.1003,normal,False,0.0,47.7145,11.3339,False,False,False,0
vol_035,2026-04-01 08:40:00,18.9833,normal,False,27.2526,11.8209,17.6921,False,False,False,0
vol_035,2026-04-01 08:45:00,12.6239,normal,False,0.0,21.3815,17.1346,False,False,False,0
vol_035,2026-04-01 08:50:00,7.9231,normal,False,3.2093,5.1976,16.6022,False,False,False,0
vol_035,2026-04-01 08:55:00,29.2996,normal,False,0.0,68.0218,18.3066,False,False,False,0
vol_035,2026-04-01 09:00:00,14.5859,normal,False,0.0,25.926,18.3728,False,False,False,0
vol_035,2026-04-01 09:05:00,13.7783,normal,False,0.0,23.4448,18.5756,False,False,False,0
vol_035,2026-04-01 09:10:00,10.9038,normal,False,0.0,14.727,19.1644,False,False,False,0
vol_035,2026-04-01 09:15:00,12.5385,normal,False,0.0,20.6476,17.706,False,False,False,0
vol_035,2026-04-01 09:20:00,10.5745,normal,False,0.0,15.8698,16.7337,False,False,False,0
vol_035,2026-04-01 09:25:00,11.0462,normal,False,0.0,17.7413,16.1224,False,False,False,0
vol_035,2026-04-01 09:30:00,8.0159,normal,False,0.0,9.6625,15.4467,False,False,False,0
vol_035,2026-04-01 09:35:00,17.3094,normal,False,0.0,36.9568,14.5816,False,False,False,0
vol_035,2026-04-01 09:40:00,48.0229,warning,True,82.7407,39.6291,17.3115,True,False,False,1
vol_035,2026-04-01 09:45:00,12.5058,normal,False,0.0,21.1866,16.9685,False,False,False,0
vol_035,2026-04-01 09:50:00,26.7591,normal,False,0.0,61.0113,18.0171,False,False,False,0
vol_035,2026-04-01 09:55:00,15.6487,normal,False,0.0,30.4957,16.5839,False,False,False,0
vol_035,2026-04-01 10:00:00,12.0841,normal,False,0.0,20.2031,16.7101,False,False,False,0
vol_035,2026-04-01 10:05:00,14.5906,normal,False,0.0,27.3833,16.6881,False,False,False,0
vol_035,2026-04-01 10:10:00,12.7632,normal,False,0.0,21.5035,17.4565,False,False,False,0
vol_035,2026-04-01 10:15:00,8.8819,normal,False,0.0,9.3078,18.7474,False,False,False,0
vol_035,2026-04-01 10:20:00,17.3046,normal,False,0.0,32.7366,19.4892,False,False,False,0
vol_035,2026-04-01 10:25:00,8.8024,normal,False,0.0,8.5234,19.3974,False,False,False,0
vol_035,2026-04-01 10:30:00,9.3532,normal,False,0.0,10.6148,18.7935,False,False,False,0
